/* DATA DESCRIPTION:
Citation:	Birch, Heather; Schmidt, Daniela N; Coxall, Helen; Kroon, Dick; Ridgwell, Andy (2021): Weighed size fractions of planktic foraminifera from ODP Site 208-1262 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.935501, 
	In: Birch, H et al. (2021): Raw Data for article Ecosystem Function after the K/Pg Extinction: Decoupling of Marine Carbon Pump and Diversity [dataset bundled publication]. PANGAEA, https://doi.org/10.1594/PANGAEA.935502
Abstract:	Separated sieved size fractions (Sheet 4) were weighed in 94 samples. Samples were weighed using an A & D semi-microbalance (standard deviation of 0.1 mg)
Keyword(s):	Biological pump; ecology; ecosystem function; K/Pg; Planktonic foraminifera
Related to:	Birch, Heather; Schmidt, Daniela N; Coxall, Helen K; Kroon, Dick; Ridgwell, Andy (2021): Ecosystem function after the K/Pg extinction: decoupling of marine carbon pump and diversity. Proceedings of the Royal Society B-Biological Sciences, 288(1953), 20210863, https://doi.org/10.1098/rspb.2021.0863
Coverage:	MEDIAN LATITUDE: -27.185740 * MEDIAN LONGITUDE: 1.576990 * SOUTH-BOUND LATITUDE: -27.185830 * WEST-BOUND LONGITUDE: 1.576980 * NORTH-BOUND LATITUDE: -27.185650 * EAST-BOUND LONGITUDE: 1.577000
	DATE/TIME START: 2003-03-26T12:40:00 * DATE/TIME END: 2003-03-29T05:15:00
	MINIMUM ELEVATION: -4753.6 m * MAXIMUM ELEVATION: -4753.6 m
Event(s):	208-1262B * LATITUDE: -27.185830 * LONGITUDE: 1.577000 * DATE/TIME START: 2003-03-26T12:40:00 * DATE/TIME END: 2003-03-27T21:25:00 * ELEVATION: -4753.6 m * Penetration: 209.9 m * Recovery: 212.53 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 (URI: https://doi.org/10.2973/odp.proc.ir.208.2004) * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 23 cores; 209.9 m cored; 0 m drilled; 101.3 % recovery
	208-1262C * LATITUDE: -27.185650 * LONGITUDE: 1.576980 * DATE/TIME START: 2003-03-27T21:25:00 * DATE/TIME END: 2003-03-29T05:15:00 * ELEVATION: -4753.6 m * Penetration: 212.5 m * Recovery: 125.93 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 (URI: https://doi.org/10.2973/odp.proc.ir.208.2004) * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 14 cores; 122.5 m cored; 90 m drilled; 102.8 % recovery
Parameter(s):	Event label (Event) * PI: Birch, Heather (https://orcid.org/0000-0003-1515-0645, heather.birch@bristol.ac.uk)
	Sample code/label (Sample label) * PI: Birch, Heather (https://orcid.org/0000-0003-1515-0645, heather.birch@bristol.ac.uk) * METHOD/DEVICE: DSDP/ODP/IODP sample designation (URI: hdl:10013/epic.27914.d001)
	Depth, composite [mcd] (Depth comp) * PI: Birch, Heather (https://orcid.org/0000-0003-1515-0645, heather.birch@bristol.ac.uk)
	Age model [ka] (Age model) * PI: Birch, Heather (https://orcid.org/0000-0003-1515-0645, heather.birch@bristol.ac.uk) * METHOD/DEVICE: Determinded after Dinarès-Turell et al. (2014) (URI: https://doi.org/10.1016/j.epsl.2014.08.027) * COMMENT: La2011
	Foraminifera, benthic, wet mass [g] (Foram benth wm) * PI: Birch, Heather (https://orcid.org/0000-0003-1515-0645, heather.birch@bristol.ac.uk) * METHOD/DEVICE: Weighed (A & D semi-microbalance) * COMMENT: Total >38 µm
	Foraminifera, benthic, wet mass [g] (Foram benth wm) * PI: Birch, Heather (https://orcid.org/0000-0003-1515-0645, heather.birch@bristol.ac.uk) * METHOD/DEVICE: Weighed (A & D semi-microbalance) * COMMENT: Total <38 µm
	Foraminifera, benthic, wet mass [g] (Foram benth wm) * PI: Birch, Heather (https://orcid.org/0000-0003-1515-0645, heather.birch@bristol.ac.uk) * METHOD/DEVICE: Weighed (A & D semi-microbalance) * COMMENT: Total
	Foraminifera, benthic, wet mass [g] (Foram benth wm) * PI: Birch, Heather (https://orcid.org/0000-0003-1515-0645, heather.birch@bristol.ac.uk) * METHOD/DEVICE: Weighed (A & D semi-microbalance) * COMMENT: >300 µm
	Foraminifera, benthic, wet mass [g] (Foram benth wm) * PI: Birch, Heather (https://orcid.org/0000-0003-1515-0645, heather.birch@bristol.ac.uk) * METHOD/DEVICE: Weighed (A & D semi-microbalance) * COMMENT: 250-300 µm
	Foraminifera, benthic, wet mass [g] (Foram benth wm) * PI: Birch, Heather (https://orcid.org/0000-0003-1515-0645, heather.birch@bristol.ac.uk) * METHOD/DEVICE: Weighed (A & D semi-microbalance) * COMMENT: 212-250 µm
	Foraminifera, benthic, wet mass [g] (Foram benth wm) * PI: Birch, Heather (https://orcid.org/0000-0003-1515-0645, heather.birch@bristol.ac.uk) * METHOD/DEVICE: Weighed (A & D semi-microbalance) * COMMENT: 180-212 µm
	Foraminifera, benthic, wet mass [g] (Foram benth wm) * PI: Birch, Heather (https://orcid.org/0000-0003-1515-0645, heather.birch@bristol.ac.uk) * METHOD/DEVICE: Weighed (A & D semi-microbalance) * COMMENT: 150-180 µm
	Foraminifera, benthic, wet mass [g] (Foram benth wm) * PI: Birch, Heather (https://orcid.org/0000-0003-1515-0645, heather.birch@bristol.ac.uk) * METHOD/DEVICE: Weighed (A & D semi-microbalance) * COMMENT: 125-150 µm
	Foraminifera, benthic, wet mass [g] (Foram benth wm) * PI: Birch, Heather (https://orcid.org/0000-0003-1515-0645, heather.birch@bristol.ac.uk) * METHOD/DEVICE: Weighed (A & D semi-microbalance) * COMMENT: 106-125 µm
	Foraminifera, benthic, wet mass [g] (Foram benth wm) * PI: Birch, Heather (https://orcid.org/0000-0003-1515-0645, heather.birch@bristol.ac.uk) * METHOD/DEVICE: Weighed (A & D semi-microbalance) * COMMENT: 80-106 µm
	Foraminifera, benthic, wet mass [g] (Foram benth wm) * PI: Birch, Heather (https://orcid.org/0000-0003-1515-0645, heather.birch@bristol.ac.uk) * METHOD/DEVICE: Weighed (A & D semi-microbalance) * COMMENT: 63-80 µm
	Foraminifera, benthic, wet mass [g] (Foram benth wm) * PI: Birch, Heather (https://orcid.org/0000-0003-1515-0645, heather.birch@bristol.ac.uk) * METHOD/DEVICE: Weighed (A & D semi-microbalance) * COMMENT: 38-63 µm
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	1502 data points
*/
Event	Sample label (DSDP/ODP/IODP sample designation)	Depth comp [mcd]	Age model [ka] (La2011, Determinded after Din...)	Foram benth wm [g] (Total >38 µm, Weighed (A & D ...)	Foram benth wm [g] (Total <38 µm, Weighed (A & D ...)	Foram benth wm [g] (Total, Weighed (A & D semi-mi...)	Foram benth wm [g] (>300 µm, Weighed (A & D semi-...)	Foram benth wm [g] (250-300 µm, Weighed (A & D se...)	Foram benth wm [g] (212-250 µm, Weighed (A & D se...)	Foram benth wm [g] (180-212 µm, Weighed (A & D se...)	Foram benth wm [g] (150-180 µm, Weighed (A & D se...)	Foram benth wm [g] (125-150 µm, Weighed (A & D se...)	Foram benth wm [g] (106-125 µm, Weighed (A & D se...)	Foram benth wm [g] (80-106 µm, Weighed (A & D sem...)	Foram benth wm [g] (63-80 µm, Weighed (A & D semi...)	Foram benth wm [g] (38-63 µm, Weighed (A & D semi...)
208-1262B	208-1262B-19H-5	185.05	60976.519	0.03043	2.609766250	2.640196250	0.00046	0.00075	0.00101	0.00206	0.00167	0.00499	0.00345	0.00658	0.00512	0.00434
208-1262B	208-1262B-19H-5	185.41	61015.185	0.01122	2.816125678	2.827345678	0.00037	0.00032	0.00050	0.00063	0.00053	0.00143	0.00114	0.00245	0.00224	0.00161
208-1262C	208-1262C-10H-2	185.79	61056.000	0.01339	2.385773504	2.399163504	0.00140	0.00054	0.00055	0.00091	0.00062	0.00198	0.00147	0.00318	0.00202	0.00072
208-1262C	208-1262C-10H-3	186.15	61094.667	0.01541	2.190252621	2.205662621	0.00039	0.00028	0.00045	0.00083	0.00063	0.00187	0.00144	0.00344	0.00324	0.00284
208-1262C	208-1262C-10H-3	186.51	61138.480	0.13783	4.373045635	4.510875635	0.00455	0.00649	0.01014	0.01369	0.00927	0.02246	0.01347	0.02529	0.01875	0.01372
208-1262C	208-1262C-10H-3	186.87	61187.440	0.14047	3.688828545	3.829298545	0.00388	0.00582	0.00607	0.01520	0.01217	0.02818	0.01692	0.02889	0.02334	0.00000
208-1262C	208-1262C-10H-3	187.23	61230.571	0.24586	4.937223541	5.183083541	0.01316	0.01479	0.02054	0.02914	0.01790	0.03715	0.02113	0.03960	0.03332	0.01913
208-1262C	208-1262C-10H-4	187.59	61265.543	0.30099	3.728823851	4.029813851	0.01225	0.01749	0.02812	0.04041	0.02479	0.04706	0.03482	0.05747	0.02379	0.01479
208-1262C	208-1262C-10H-4	187.95	61300.514	0.27343	3.752215883	4.025645883	0.01738	0.02520	0.02939	0.03451	0.01913	0.06614	0.01529	0.03755	0.01722	0.01162
208-1262C	208-1262C-10H-4	188.31	61348.000	0.14032	4.079854524	4.220174524	0.00804	0.01364	0.01670	0.01649	0.00876	0.01612	0.00915	0.02183	0.01653	0.01306
208-1262C	208-1262C-10H-4	188.67	61408.000	0.08857	2.765686949	2.854256949	0.00503	0.00874	0.01152	0.01127	0.00536	0.00931	0.00514	0.01177	0.01253	0.00790
208-1262C	208-1262C-10H-5	189.03	61454.000	0.07562	2.581366016	2.656986016	0.00416	0.00468	0.00717	0.00972	0.00550	0.01023	0.00590	0.01220	0.00882	0.00724
208-1262C	208-1262C-10H-5	189.39	61497.200	0.10410	2.487575257	2.591675257	0.00567	0.00751	0.01089	0.01280	0.00736	0.01407	0.00793	0.01526	0.01225	0.01036
208-1262C	208-1262C-10H-5	189.75	61536.534	0.14046	3.810567220	3.951027220	0.00132	0.00352	0.00791	0.01301	0.00936	0.02329	0.01673	0.03432	0.01963	0.01137
208-1262C	208-1262C-10H-5	190.11	61574.580	0.29134	4.185138567	4.476478567	0.01984	0.01550	0.02007	0.02700	0.01828	0.04498	0.02980	0.06204	0.03353	0.02030
208-1262C	208-1262C-10H-5	190.47	61614.276	0.26963	3.137777356	3.407407356	0.00835	0.00998	0.01510	0.02669	0.01816	0.04403	0.03655	0.06311	0.02703	0.02063
208-1262C	208-1262C-10H-6	190.83	61657.724	0.32085	3.661620575	3.982470575	0.00785	0.01500	0.02600	0.03655	0.02322	0.04969	0.03237	0.08731	0.04286	0.00000
208-1262B	208-1262B-20H-2	191.20	61702.379	0.21700	2.593885072	2.810885072	0.00848	0.01225	0.01795	0.02369	0.01530	0.03570	0.02097	0.04686	0.02412	0.01168
208-1262B	208-1262B-20H-2	191.56	61746.244	0.29923	3.238779055	3.538009055	0.02365	0.01423	0.01840	0.02889	0.01947	0.04860	0.02998	0.06157	0.03408	0.02036
208-1262B	208-1262B-20H-2	191.92	61790.146	0.33205	3.420878828	3.752928828	0.01205	0.00908	0.01496	0.02693	0.02123	0.05765	0.04496	0.09427	0.03582	0.01510
208-1262B	208-1262B-20H-3	192.28	61825.245	0.34212	4.599947808	4.942067808	0.00871	0.00720	0.01407	0.02894	0.02320	0.06668	0.04235	0.08612	0.04321	0.02164
208-1262B	208-1262B-20H-3	192.64	61855.367	0.29321	4.116441270	4.409651270	0.00406	0.00513	0.01259	0.02697	0.02052	0.05780	0.03365	0.08046	0.03618	0.01585
208-1262B	208-1262B-20H-3	193.00	61885.490	0.32757	3.588253746	3.915823746	0.01529	0.00974	0.01659	0.03480	0.02508	0.06602	0.04197	0.06870	0.03208	0.01730
208-1262B	208-1262B-20H-3	193.36	61938.016	0.20420	2.555822493	2.760022493	0.00508	0.00541	0.01145	0.02040	0.01371	0.03710	0.02363	0.04674	0.02689	0.01379
208-1262B	208-1262B-20H-3	193.72	61990.598	0.29657	3.571407248	3.867977248	0.00789	0.01488	0.02667	0.04136	0.02375	0.05769	0.02730	0.05858	0.02709	0.01136
208-1262B	208-1262B-20H-4	194.08	62030.902	0.26051	3.217054711	3.477564711	0.00947	0.00700	0.01599	0.03050	0.02149	0.04843	0.03022	0.05382	0.02626	0.01733
208-1262B	208-1262B-20H-4	194.47	62074.565	0.37829	3.852456419	4.230746419	0.00596	0.00664	0.01651	0.04041	0.03404	0.07300	0.04860	0.10018	0.03573	0.01722
208-1262B	208-1262B-20H-4	194.83	62108.400	0.19126	2.848576059	3.039836059	0.00416	0.00520	0.01274	0.01930	0.01246	0.02923	0.01935	0.03841	0.03044	0.01997
208-1262B	208-1262B-20H-4	195.19	62139.000	0.34320	4.837577841	5.180777841	0.00220	0.00522	0.01934	0.03411	0.02314	0.05968	0.04080	0.08427	0.04965	0.02479
208-1262B	208-1262B-20H-5	195.55	62180.348	0.04358	4.297475173	4.341055173	0.00878	0.00285	0.00319	0.00468	0.00301	0.00622	0.00374	0.00530	0.00369	0.00212
208-1262C	208-1262C-11H-2	195.90	62233.609	0.22893	4.600643621	4.829573621	0.00130	0.00299	0.01025	0.02271	0.01500	0.04543	0.04139	0.05969	0.02529	0.00488
208-1262C	208-1262C-11H-2	196.26	62285.429	0.25234	4.937000887	5.189340887	0.00175	0.00281	0.01130	0.02692	0.02085	0.04580	0.04487	0.06327	0.02980	0.00497
208-1262C	208-1262C-11H-3	197.70	62445.240	0.19755	4.417749186	4.615299186	0.00044	0.00124	0.00577	0.01300	0.01195	0.03522	0.02566	0.06031	0.03175	0.01221
208-1262C	208-1262C-11H-3	198.06	62493.062	0.17423	3.586640719	3.760870719	0.00205	0.00228	0.00797	0.01621	0.01090	0.02808	0.02198	0.05164	0.02667	0.00645
208-1262C	208-1262C-11H-3	198.42	62544.569	0.19494	3.252222987	3.447162987	0.00320	0.00227	0.00631	0.01396	0.01249	0.03062	0.02325	0.05448	0.03480	0.01356
208-1262C	208-1262C-11H-4	198.78	62612.182	0.33678	4.962877606	5.299657606	0.00534	0.00286	0.00890	0.02172	0.01965	0.06127	0.04447	0.10171	0.04436	0.02650
208-1262C	208-1262C-11H-4	199.14	62663.833	0.25329	4.738890553	4.992180553	0.00341	0.00171	0.00527	0.01446	0.01340	0.03979	0.03292	0.08189	0.03863	0.02181
208-1262C	208-1262C-11H-4	199.50	62694.958	0.15856	3.259402599	3.417962599	0.00118	0.00143	0.00453	0.01000	0.01126	0.02599	0.01949	0.04518	0.02516	0.01434
208-1262C	208-1262C-11H-4	199.86	62726.083	0.20975	3.195083561	3.404833561	0.00512	0.00337	0.00909	0.01686	0.01213	0.03544	0.02324	0.04920	0.04088	0.01442
208-1262C	208-1262C-11H-5	200.22	62760.451	0.39649	5.981361771	6.377851771	0.00128	0.00482	0.01712	0.02786	0.02687	0.06956	0.04601	0.09331	0.06695	0.04271
208-1262C	208-1262C-11H-5	200.58	62795.745	0.10909	1.751911352	1.861001352	0.00031	0.00115	0.00444	0.00802	0.00718	0.01869	0.01275	0.02232	0.01712	0.01711
